a,b,x,y,z
0,907.138,-0.0178,-1.3098,-0.486
0,910.49,0.0107,-1.3086,-0.4862
0,913.827,0.039,-1.3074,-0.4847
0,917.462,0.0696,-1.3062,-0.4813
0,921.097,0.1,-1.3049,-0.4759
0,922.354,0.1104,-1.3045,-0.4735
0,922.432,0.1111,0,0
0,924.792,0.1305,-1.3036,-0.4686
0,927.372,0.1514,-1.3027,-0.4621
0,930.169,0.1738,-1.3018,-0.4542
0,932.677,0.1935,-1.3009,-0.4461
0,934.891,0.2106,-1.3001,-0.4383
0,937.401,0.2296,-1.2993,-0.4287
0,939.898,0.248,-1.2984,-0.4183
0,942.446,0.2664,-1.2975,-0.4068
0,944.874,0.2834,-1.2967,-0.3952
0,947.361,0.3003,-1.2958,-0.3826
0,949.616,0.3151,-1.295,-0.3705
0,951.927,0.3297,-1.2942,-0.3574
0,953.011,0.3363,-1.2938,-0.351
0,953.02,0.3364,0,-0.3509
0,954.947,0.3481,-1.2932,-0.3395
0,958.58,0.369,-1.2919,-0.3168
0,962.21,0.3883,-1.2906,-0.2928
0,965.827,0.406,-1.2894,-0.2677
0,969.462,0.4221,-1.2881,-0.2414
0,973.095,0.4366,-1.2869,-0.2142
0,976.712,0.4492,-1.2856,-0.1862
0,980.346,0.4601,-1.2844,-0.1574
0,982.16,0.465,-1.2837,-0.1428
0,984.688,0.4708,-1.2828,-0.1221
0,987.581,0.4763,-1.2818,-0.0982
0,987.919,0.4768,-1.2817,-0.0954
0,988.257,0.4773,-1.2816,-0.0926
0,988.595,0.4778,-1.2815,-0.0897
0,988.933,0.4783,-1.2814,-0.0869
0,989.27,0.4788,-1.2813,-0.0841
0,989.607,0.4793,-1.2811,-0.0813
0,989.943,0.4799,-1.281,-0.0785
0,990.279,0.4804,-1.2809,-0.0757
0,993.145,0.4836,-1.2799,-0.0515
0,995.941,0.4855,-1.2789,-0.0279
0,998.436,0.4862,-1.2781,-0.0067
0,1001.1,0.486,-1.2771,0.0159
0,1003.733,0.4848,-1.2762,0.0382
0,1006.216,0.4828,-1.2754,0.0592
0,1008.497,0.4799,-1.2746,0.0783
0,1011.149,0.4758,-1.2737,0.1004
0,1014.783,0.4685,-1.2724,0.1304
0,1018.417,0.4593,-1.2711,0.1598
0,1022.051,0.4482,-1.2699,0.1886
0,1025.669,0.4354,-1.2686,0.2165
0,1029.321,0.4208,-1.2673,0.2438
0,1032.703,0.4056,-1.2662,0.2682
0,1034.349,0.3977,-1.2656,0.2797
0,1037.388,0.3824,-1.2645,0.3004
0,1040.394,0.3661,-1.2635,0.3201
0,1042.861,0.352,-1.2626,0.3356
0,1045.167,0.3382,-1.2618,0.3494
0,1047.685,0.3225,-1.261,0.364
0,1050.51,0.3042,-1.26,0.3794
0,1052.743,0.2892,-1.2592,0.3909
0,1054.956,0.2739,-1.2584,0.4018
0,1057.632,0.2548,-1.2575,0.4142
0,1060.275,0.2354,-1.2566,0.4255
0,1062.759,0.2168,-1.2557,0.4353
0,1065.284,0.1974,-1.2549,0.4444
0,1067.441,0.1805,-1.2541,0.4515
0,1070.393,0.157,-1.2531,0.4602
0,1073.736,0.1299,-1.2519,0.4686
0,1077.074,0.1024,-1.2508,0.4754
0,1080.415,0.0745,-1.2496,0.4805
0,1083.765,0.0463,-1.2484,0.4841
0,1087.12,0.0179,-1.2473,0.486
0,1090.471,-0.0105,-1.2461,0.4862
0,1093.805,-0.0388,-1.245,0.4847
0,1097.174,-0.0672,-1.2438,0.4816
0,1099.927,-0.0903,-1.2428,0.4779
0,1102.434,-0.1111,-1.242,0.4735
0,1104.993,-0.1321,-1.2411,0.468
0,1107.508,-0.1525,-1.2402,0.4617
0,1110.285,-0.1747,-1.2392,0.4538
0,1112.528,-0.1923,-1.2385,0.4466
0,1114.761,-0.2096,-1.2377,0.4388
0,1117.297,-0.2288,-1.2368,0.4291
0,1119.793,-0.2473,-1.2359,0.4187
0,1122.336,-0.2656,-1.235,0.4073
0,1124.281,-0.2792,-1.2344,0.3981
0,1127.314,-0.2999,-1.2333,0.3828
0,1130.948,-0.3236,-1.2321,0.363
0,1134.741,-0.3469,-1.2307,0.3408
0,1138.358,-0.3677,-1.2295,0.3182
0,1142.005,-0.3872,-1.2282,0.2942
0,1145.639,-0.4051,-1.227,0.269
0,1149.01,-0.4202,-1.2258,0.2448
0,1150.984,-0.4282,-1.2251,0.2301
0,1153.415,-0.4378,-1.2243,0.2118
0,1155.937,-0.4466,-1.2234,0.1923
0,1158.45,-0.4546,-1.2225,0.1725
0,1160.678,-0.461,-1.2217,0.1547
0,1163.463,-0.468,-1.2208,0.1321
0,1166.521,-0.4744,-1.2197,0.107
0,1168.823,-0.4782,-1.2189,0.0878
0,1169.059,-0.4785,-1.2188,0.0859
0,1169.294,-0.4789,-1.2187,0.0839
0,1169.529,-0.4792,0,0.0819
0,1169.763,-0.4795,-1.2186,0.08
0,1169.998,-0.4799,-1.2185,0.078
0,1170.232,-0.4802,-1.2184,0.0761
0,1170.467,-0.4806,-1.2183,0.0741
0,1170.701,-0.4809,0,0.0721
0,1173.489,-0.4839,-1.2173,0.0486
0,1176.288,-0.4856,-1.2163,0.025
0,1179.088,-0.4863,-1.2153,0.0012
0,1181.029,-0.486,-1.2147,-0.0153
0,1183.981,-0.4846,-1.2136,-0.0403
0,1187.315,-0.4815,-1.2125,-0.0684
0,1190.936,-0.4762,-1.2112,-0.0987
0,1194.556,-0.469,-1.21,-0.1285
0,1198.352,-0.4595,-1.2087,-0.1593
0,1201.977,-0.4485,-1.2074,-0.188
0,1205.617,-0.4356,-1.2061,-0.2161
0,1209.264,-0.421,-1.2049,-0.2434
0,1212.624,-0.406,-1.2037,-0.2677
0,1215.147,-0.3938,-1.2028,-0.2853
0,1217.667,-0.3809,-1.2019,-0.3023
0,1220.172,-0.3673,-1.2011,-0.3187
0,1223.005,-0.3511,-1.2001,-0.3364
0,1225.207,-0.3379,-1.1993,-0.3497
0,1227.725,-0.3223,-1.1985,-0.3642
0,1230.518,-0.3041,-1.1975,-0.3795
0,1233.043,-0.2871,-1.1966,-0.3925
0,1235.548,-0.2697,-1.1957,-0.4047
0,1238.103,-0.2513,-1.1949,-0.4162
0,1239.979,-0.2376,-1.1942,-0.4243
0,1243.33,-0.2124,-1.193,-0.4374
0,1246.683,-0.1865,-1.1919,-0.4491
0,1250.311,-0.1577,-1.1906,-0.46
0,1253.664,-0.1305,-1.1895,-0.4685
0,1257.017,-0.1029,-1.1883,-0.4753
0,1260.372,-0.0749,-1.1871,-0.4805
0,1263.716,-0.0467,-1.186,-0.484
0,1267.064,-0.0184,-1.1848,-0.4859
0,1270.114,0.0075,-1.1837,-0.4862
0,1273.185,0.0335,-1.1827,-0.4851
0,1275.856,0.0561,-1.1817,-0.483
0,1277.946,0.0737,-1.181,-0.4806
0,1280.722,0.0969,-1.1801,-0.4765
0,1283.801,0.1223,-1.179,-0.4706
0,1286.639,0.1455,-1.178,-0.464
0,1288.856,0.1633,-1.1772,-0.458
0,1291.371,0.1833,-1.1764,-0.4504
0,1293.947,0.2033,-1.1755,-0.4417
0,1296.112,0.2199,-1.1747,-0.4337
0,1299.73,0.2468,-1.1735,-0.419
0,1303.363,0.2729,-1.1722,-0.4025
0,1307.156,0.2989,-1.1709,-0.3836
0,1310.948,0.3236,-1.1696,-0.363
0,1314.741,0.3469,-1.1682,-0.3408
0,1318.358,0.3677,-1.167,-0.3182
0,1322.005,0.3872,-1.1657,-0.2942
0,1325.639,0.4051,-1.1645,-0.269
0,1328.151,0.4164,-1.1636,-0.251
0,1330.366,0.4259,-1.1628,-0.2347
0,1333.442,0.4379,-1.1617,-0.2116
0,1336.235,0.4477,-1.1608,-0.19
0,1339.332,0.4572,-1.1597,-0.1655
0,1341.827,0.464,-1.1588,-0.1454
0,1344.31,0.4699,-1.158,-0.1252
0,1347.371,0.4759,-1.1569,-0.0999
0,1347.571,0.4762,-1.1568,-0.0983
0,1347.771,0.4765,0,-0.0966
0,1348.172,0.4771,-1.1566,-0.0933
0,1348.572,0.4777,-1.1565,-0.0899
0,1348.971,0.4783,-1.1564,-0.0866
0,1349.371,0.4789,-1.1562,-0.0833
0,1349.769,0.4795,-1.1561,-0.0799
0,1350.167,0.4801,-1.1559,-0.0766
0,1350.565,0.4807,-1.1558,-0.0733
0,1353.709,0.484,-1.1547,-0.0468
0,1357.055,0.4859,-1.1536,-0.0185
0,1360.396,0.4862,-1.1524,0.0099
0,1363.75,0.4848,-1.1512,0.0383
0,1367.371,0.4814,-1.15,0.0689
0,1371,0.4761,-1.1487,0.0992
0,1374.629,0.4688,-1.1474,0.1291
0,1378.252,0.4597,-1.1462,0.1585
0,1381.888,0.4488,-1.1449,0.1873
0,1385.288,0.4369,-1.1437,0.2136
0,1388.083,0.4259,-1.1428,0.2347
0,1390.336,0.4163,-1.142,0.2512
0,1393.106,0.4037,-1.141,0.2711
0,1396.454,0.3872,-1.1399,0.2942
0,1399.296,0.3721,-1.1389,0.313
0,1401.626,0.3591,-1.1381,0.3279
0,1404.416,0.3427,-1.1371,0.345
0,1407.381,0.3244,-1.1361,0.3622
0,1409.332,0.3119,-1.1354,0.373
0,1412.311,0.2921,-1.1344,0.3888
0,1415.943,0.2669,-1.1331,0.4065
0,1419.568,0.2407,-1.1318,0.4226
0,1423.192,0.2135,-1.1306,0.4369
0,1426.825,0.1854,-1.1293,0.4496
0,1430.178,0.1587,-1.1282,0.4597
0,1433.813,0.1293,-1.1269,0.4688
0,1437.162,0.1017,-1.1257,0.4755
0,1440.516,0.0737,-1.1246,0.4807
0,1443.305,0.0502,-1.1236,0.4837
0,1446.109,0.0265,-1.1226,0.4856
0,1448.625,0.0051,-1.1218,0.4862
0,1450.853,-0.0138,-1.121,0.4861
0,1453.639,-0.0374,-1.12,0.4849
0,1456.711,-0.0633,-1.1189,0.4822
0,1459.816,-0.0893,-1.1179,0.478
0,1462.587,-0.1123,-1.1169,0.4731
0,1465.099,-0.133,-1.116,0.4677
0,1468.166,-0.1578,-1.115,0.46
0,1471.812,-0.1867,-1.1137,0.449
0,1475.45,-0.2149,-1.1124,0.4363
0,1478.063,-0.2344,-1.1115,0.4259
0,1479.898,-0.248,-1.1109,0.4183
0,1483.515,-0.2739,-1.1096,0.4018
0,1487.148,-0.2988,-1.1084,0.3836
0,1490.94,-0.3236,-1.1071,0.363
0,1494.733,-0.3469,-1.1057,0.3408
