a,b,x,y,z
0,3980.804,-0.0905,0,0.4577
0,3983.33,-0.1105,0,0.4533
0,3986.121,-0.1325,0,0.4474
0,3988.634,-0.152,0,0.4411
0,3991.713,-0.1755,0,0.4323
0,3995.07,-0.2005,0,0.4213
0,3997.398,-0.2173,0,0.4127
0,3999.538,-0.2327,0,0.4044
0,4002.897,-0.256,0,0.3901
0,4006.019,-0.2768,0,0.3755
0,4007.937,-0.2892,0,0.366
0,4010.71,-0.3066,0,0.3517
0,4014.348,-0.3283,0,0.3315
0,4017.733,-0.3473,0,0.3115
0,4019.702,-0.3577,0,0.2994
0,4022.171,-0.3704,0,0.2837
0,4025.801,-0.3876,0,0.2597
0,4029.616,-0.404,0,0.2333
0,4032.426,-0.415,0,0.2132
0,4034.915,-0.4238,0,0.195
0,4037.434,-0.432,0,0.1762
0,4040.219,-0.4401,0,0.155
0,4042.73,-0.4464,0,0.1356
0,4045.535,-0.4525,0,0.1136
0,4048.057,-0.4571,0,0.0936
0,4048.372,-0.4575,0,0.091
0,4048.688,-0.458,0,0.0885
0,4049.003,-0.4585,0,0.086
0,4049.318,-0.4589,0,0.0835
0,4049.632,-0.4594,0,0.0809
0,4049.947,-0.4598,0,0.0784
0,4050.261,-0.4603,0,0.0759
0,4050.574,-0.4607,0,0.0734
0,4053.639,-0.464,0,0.0487
0,4056.719,-0.466,0,0.0236
0,4060.077,-0.4666,0,-0.0037
0,4063.164,-0.4657,0,-0.0288
0,4066.232,-0.4634,0,-0.0537
0,4068.207,-0.4613,0,-0.0696
0,4070.702,-0.4579,0,-0.0897
0,4073.801,-0.4523,0,-0.1143
0,4076.344,-0.4468,0,-0.1342
0,4078.544,-0.4413,0,-0.1513
0,4081.626,-0.4326,0,-0.1748
0,4084.996,-0.4216,0,-0.1999
0,4086.989,-0.4143,0,-0.2144
0,4089.461,-0.4047,0,-0.2321
0,4092.546,-0.3916,0,-0.2536
0,4095.346,-0.3788,0,-0.2724
0,4097.857,-0.3665,0,-0.2887
0,4100.653,-0.352,0,-0.3063
0,4103.322,-0.3373,0,-0.3223
0,4105.977,-0.322,0,-0.3376
0,4108.487,-0.3069,0,-0.3514
0,4111.277,-0.2895,0,-0.3659
0,4114.087,-0.2712,0,-0.3797
0,4116.567,-0.2545,0,-0.391
0,4118.794,-0.2391,0,-0.4006
0,4121.302,-0.2213,0,-0.4107
0,4123.83,-0.203,0,-0.4201
0,4126.618,-0.1823,0,-0.4295
0,4129.04,-0.164,0,-0.4367
0,4131.098,-0.1482,0,-0.4424
0,4134.152,-0.1245,0,-0.4497
0,4137.228,-0.1002,0,-0.4557
0,4140.307,-0.0755,0,-0.4604
0,4143.654,-0.0485,0,-0.464
0,4146.728,-0.0236,0,-0.466
0,4150.078,0.0037,0,-0.4666
0,4152.892,0.0266,0,-0.4658
0,4155.663,0.0491,0,-0.464
0,4158.185,0.0694,0,-0.4614
0,4160.698,0.0896,0,-0.4579
0,4163.361,0.1108,0,-0.4532
0,4166.016,0.1317,0,-0.4476
0,4168.527,0.1511,0,-0.4414
0,4171.303,0.1724,0,-0.4336
0,4174.141,0.1936,0,-0.4245
0,4176.349,0.2098,0,-0.4167
0,4179.411,0.2318,0,-0.4049
0,4182.676,0.2545,0,-0.3911
0,4185.506,0.2734,0,-0.378
0,4187.71,0.2878,0,-0.3672
0,4190.777,0.307,0,-0.3513
0,4194.143,0.3271,0,-0.3327
0,4196.988,0.3432,0,-0.316
0,4198.904,0.3536,0,-0.3044
0,4201.972,0.3694,0,-0.285
0,4205.345,0.3855,0,-0.2628
0,4208.19,0.398,0,-0.2433
0,4210.375,0.407,0,-0.228
0,4213.15,0.4176,0,-0.208
0,4215.667,0.4264,0,-0.1895
0,4218.188,0.4343,0,-0.1705
0,4220.847,0.4417,0,-0.1502
0,4223.498,0.4482,0,-0.1296
0,4226.294,0.454,0,-0.1076
0,4228.822,0.4583,0,-0.0874
0,4229.005,0.4585,0,-0.086
0,4229.187,0.4588,0,-0.0845
0,4229.369,0.4591,0,-0.0831
0,4229.552,0.4593,0,-0.0816
0,4229.734,0.4596,-1.5309,-0.0801
0,4229.916,0.4598,0,-0.0787
0,4230.279,0.4604,0,-0.0758
0,4233.182,0.4636,-1.5299,-0.0523
0,4235.985,0.4656,-1.5289,-0.0296
0,4238.507,0.4665,-1.528,-0.0091
0,4241.249,0.4664,-1.5271,0.0132
0,4244.335,0.465,-1.526,0.0383
0,4247.686,0.4619,-1.5249,0.0654
0,4250.758,0.4578,-1.5238,0.0901
0,4252.751,0.4543,-1.5231,0.1059
0,4254.948,0.45,-1.5223,0.1233
0,4258.488,0.4415,-1.5211,0.1508
0,4262.125,0.431,-1.5198,0.1786
0,4265.748,0.4189,-1.5186,0.2054
0,4269.373,0.4051,-1.5173,0.2315
0,4272.167,0.3933,-1.5164,0.251
0,4274.683,0.3819,-1.5155,0.268
0,4277.482,0.3684,-1.5145,0.2863
0,4280.269,0.354,-1.5135,0.3039
0,4282.783,0.3403,-1.5127,0.3191
0,4285.453,0.3251,-1.5117,0.3346
0,4288.105,0.3093,-1.5108,0.3493
0,4290.648,0.2934,-1.5099,0.3627
0,4292.86,0.2792,-1.5092,0.3737
0,4295.666,0.2606,-1.5082,0.387
0,4299.308,0.2355,-1.5069,0.4028
0,4302.938,0.2095,-1.5057,0.4169
0,4306.572,0.1827,-1.5044,0.4293
0,4310.101,0.1559,-1.5032,0.4397
0,4313.729,0.1278,-1.5019,0.4487
0,4317.071,0.1014,-1.5008,0.4554
0,4320.417,0.0746,-1.4996,0.4605
0,4323.496,0.0498,-1.4985,0.4639
0,4326.855,0.0225,-1.4974,0.466
0,4329.666,-0.0003,-1.4964,0.4666
0,4332.171,-0.0207,-1.4955,0.4661
0,4334.696,-0.0412,-1.4946,0.4647
0,4337.474,-0.0637,-1.4937,0.4622
0,4340.819,-0.0906,-1.4925,0.4577
0,4343.799,-0.1142,-1.4915,0.4523
0,4346.129,-0.1325,-1.4907,0.4473
0,4348.634,-0.152,-1.4898,0.4411
0,4351.444,-0.1734,-1.4888,0.4331
0,4354.546,-0.1966,-1.4878,0.4231
0,4356.491,-0.2108,-1.4871,0.4162
0,4359.276,-0.2308,-1.4861,0.4055
0,4362.377,-0.2524,-1.485,0.3924
0,4364.889,-0.2694,-1.4842,0.3809
0,4367.359,-0.2855,-1.4833,0.369
0,4370.185,-0.3034,-1.4823,0.3545
0,4372.682,-0.3185,-1.4815,0.3409
0,4375.193,-0.3332,-1.4806,0.3266
0,4378.265,-0.3502,-1.4795,0.3083
0,4380.558,-0.3622,-1.4787,0.294
0,4382.453,-0.3718,-1.4781,0.2819
0,4385.809,-0.3876,-1.4769,0.2596
0,4388.754,-0.4005,-1.4759,0.2394
0,4391.427,-0.4112,-1.4749,0.2205
0,4393.647,-0.4194,-1.4742,0.2044
0,4397,-0.4306,-1.473,0.1795
0,4400.358,-0.4404,-1.4718,0.1539
0,4403.702,-0.4487,-1.4707,0.128
0,4407.06,-0.4554,-1.4695,0.1015
0,4407.252,-0.4557,0,0.1
0,4407.443,-0.456,-1.4694,0.0984
0,4407.634,-0.4563,-1.4693,0.0969
0,4407.826,-0.4566,0,0.0954
0,4408.208,-0.4572,-1.4691,0.0923
0,4408.59,-0.4578,-1.469,0.0893
0,4408.971,-0.4584,-1.4689,0.0862
0,4409.352,-0.459,-1.4687,0.0832
0,4409.732,-0.4596,-1.4686,0.0801
0,4410.112,-0.4602,-1.4685,0.0771
0,4413.469,-0.4639,-1.4673,0.05
0,4416.828,-0.466,-1.4661,0.0228
0,4420.187,-0.4665,-1.465,-0.0046
0,4423.545,-0.4655,-1.4638,-0.0319
0,4426.821,-0.4629,-1.4627,-0.0585
0,4429.915,-0.459,-1.4616,-0.0833
0,4431.882,-0.4559,-1.4609,-0.099
0,4434.653,-0.4506,-1.4599,-0.121
0,4438.01,-0.4427,-1.4588,-0.1472
0,4441.639,-0.4325,-1.4575,-0.1749
0,4444.182,-0.4243,-1.4566,-0.1939
0,4446.387,-0.4166,-1.4559,-0.2101
0,4449.456,-0.4047,-1.4548,-0.2321
0,4453.372,-0.3879,-1.4534,-0.2592
0,4457.272,-0.3694,-1.4521,-0.285
0,4460.907,-0.3506,-1.4508,-0.3078
0,4464.826,-0.3287,-1.4495,-0.3311
0,4468.461,-0.3071,-1.4482,-0.3513
0,4471.056,-0.2909,-1.4473,-0.3648
0,4473.604,-0.2744,-1.4464,-0.3773
0,4476.106,-0.2576,-1.4455,-0.389
0,4478.633,-0.2402,-1.4447,-0.3999
0,4481.436,-0.2204,-1.4437,-0.4112
0,4483.987,-0.2019,-1.4428,-0.4206
0,4486.772,-0.1812,-1.4418,-0.4299
0,4488.753,-0.1662,-1.4412,-0.4359
0,4490.967,-0.1493,-1.4404,-0.442
0,4494.048,-0.1253,-1.4393,-0.4494
0,4497.12,-0.101,-1.4383,-0.4555
0,4499.932,-0.0785,-1.4373,-0.4599
0,4503.28,-0.0515,-1.4361,-0.4637
0,4506.507,-0.0254,-1.435,-0.4659
0,4510.02,0.0032,-1.4338,-0.4666
0,4513.638,0.0327,-1.4325,-0.4654
0,4517.272,0.0621,-1.4313,-0.4624
0,4520.892,0.0912,-1.43,-0.4576
0,4524.512,0.1199,-1.4287,-0.4509
0,4528.431,0.1504,-1.4274,-0.4416
0,4530.922,0.1695,-1.4265,-0.4347
0,4533.698,0.1903,-1.4255,-0.426
0,4536.217,0.2088,-1.4247,-0.4172
0,4538.447,0.2249,-1.4239,-0.4087
0,4540.967,0.2427,-1.423,-0.3985
0,4543.757,0.2618,-1.4221,-0.3862
0,4546.02,0.2768,-1.4213,-0.3755
0,4548.486,0.2927,-1.4204,-0.3633
0,4551.291,0.3102,-1.4194,-0.3485
0,4553.556,0.3237,-1.4187,-0.336
0,4555.781,0.3365,-1.4179,-0.3232
0,4558.874,0.3535,-1.4168,-0.3046
0,4561.966,0.3694,-1.4157,-0.285
0,4564.245,0.3803,-1.4149,-0.2701
0,4566.426,0.3904,-1.4142,-0.2554
0,4569.663,0.4042,-1.4131,-0.233
0,4573.304,0.4182,-1.4118,-0.2069
0,4576.943,0.4305,-1.4105,-0.1799
0,4580.292,0.4403,-1.4094,-0.1545
0,4583.65,0.4485,-1.4082,-0.1284
0,4587.009,0.4553,-1.407,-0.1019
0,4588.488,0.4576,-1.4065,-0.0901
0,4589.072,0.4587,-1.4063,-0.0854
0,4589.384,0.4591,-1.4062,-0.0829
0,4589.696,0.4595,-1.4061,-0.0804
0,4590.007,0.4599,-1.406,-0.0779
0,4590.319,0.4603,-1.4059,-0.0754
0,4590.63,0.4607,-1.4058,-0.0729
0,4590.941,0.4611,-1.4057,-0.0704
0,4591.252,0.4615,-1.4056,-0.0679
0,4591.562,0.4619,-1.4055,-0.0654
0,4593.738,0.4641,-1.4047,-0.0478
0,4596.278,0.4657,-1.4038,-0.0272
0,4598.507,0.4665,-1.403,-0.0091
0,4601.249,0.4664,-1.4021,0.0132
0,4604.335,0.465,-1.401,0.0383
0,4607.691,0.4619,-1.3999,0.0655
0,4611.026,0.4574,-1.3987,0.0922
0,4614.149,0.4516,-1.3976,0.117
0,4616.615,0.4462,-1.3968,0.1364
0,4619.152,0.4397,-1.3959,0.1559
0,4621.687,0.4324,-1.395,0.1753
0,4624.263,0.424,-1.3941,0.1944
0,4626.145,0.4175,-1.3934,0.2083
0,4629.772,0.4034,-1.3922,0.2343
0,4633.41,0.3878,-1.3909,0.2595
0,4637.317,0.3692,-1.3896,0.2853
0,4640.957,0.3503,-1.3883,0.3081
0,4644.857,0.3286,-1.387,0.3312
0,4648.188,0.3088,-1.3858,0.3498
0,4651.008,0.2912,-1.3848,0.3646
0,4653.554,0.2747,-1.3839,0.3771
0,4656.043,0.2581,-1.3831,0.3887
0,4658.568,0.2407,-1.3822,0.3997
0,4661.348,0.221,-1.3812,0.4109
0,4663.882,0.2026,-1.3803,0.4202
0,4666.394,0.184,-1.3795,0.4287
0,4668.609,0.1673,-1.3787,0.4355
0,4671.123,0.1481,-1.3778,0.4424
0,4673.601,0.1288,-1.377,0.4485
0,4676.299,0.1075,-1.376,0.454
0,4678.987,0.0861,-1.3751,0.4585
0,4680.947,0.0704,-1.3744,0.4612
0,4683.72,0.048,-1.3735,0.4641
0,4687.073,0.0208,-1.3723,0.4661
0,4690.421,-0.0065,-1.3711,0.4665
0,4693.78,-0.0338,-1.37,0.4653
0,4697.412,-0.0632,-1.3687,0.4623
0,4701.053,-0.0924,-1.3674,0.4573
0,4704.693,-0.1213,-1.3662,0.4505
0,4706.637,-0.1364,-1.3655,0.446
0,4706.911,-0.1387,-1.3654,0.4455
0,4709.472,-0.1584,-1.3645,0.4388
0,4711.997,-0.1776,-1.3636,0.4314
0,4714.521,-0.1964,-1.3628,0.4232
0,4717.093,-0.2152,-1.3619,0.4139
0,4719.852,-0.2349,-1.3609,0.4031
0,4722.107,-0.2505,-1.3601,0.3935
0,4724.61,-0.2675,-1.3593,0.3823
0,4727.402,-0.2858,-1.3583,0.3688
0,4730.408,-0.3048,-1.3572,0.3533
0,4732.926,-0.3201,-1.3564,0.3396
0,4735.475,-0.3348,-1.3555,0.325
0,4738.298,-0.3504,-1.3545,0.3081
0,4741.944,-0.3693,-1.3532,0.2852
0,4745.574,-0.3866,-1.352,0.2612
0,4748.962,-0.4013,-1.3508,0.2379
0,4750.928,-0.4091,-1.3501,0.224
0,4753.384,-0.4185,-1.3493,0.2063
0,4756.727,-0.4298,-1.3481,0.1815
0,4760.369,-0.4405,-1.3468,0.1539
0,4763.714,-0.4487,-1.3457,0.1279
0,4765.397,-0.4521,-1.3451,0.1147
0,4765.67,-0.4529,-1.345,0.1125
0,4768.217,-0.4574,-1.3441,0.0923
0,4768.537,-0.4578,-1.344,0.0897
0,4768.856,-0.4583,-1.3439,0.0872
0,4769.176,-0.4587,-1.3438,0.0846
0,4769.495,-0.4592,-1.3437,0.0821
0,4769.813,-0.4596,-1.3436,0.0795
0,4770.132,-0.4601,-1.3435,0.0769
0,4770.45,-0.4605,-1.3433,0.0744
0,4770.767,-0.461,-1.3432,0.0718
0,4773.558,-0.4639,-1.3423,0.0493
0,4776.916,-0.466,-1.3411,0.022
0,4780.275,-0.4665,-1.3399,-0.0053
0,4783.635,-0.4654,-1.3388,-0.0326
0,4787.449,-0.4623,-1.3374,-0.0635
0,4789.89,-0.4592,-1.3366,-0.0832
0,4792.419,-0.4551,-1.3357,-0.1034
0,4794.983,-0.4499,-1.3348,-0.1236
0,4798.352,-0.4419,-1.3337,-0.1498
0,4801.982,-0.4315,-1.3324,-0.1775
0,4805.901,-0.4183,-1.331,-0.2066
0,4809.538,-0.4044,-1.3298,-0.2327
0,4813.457,-0.3876,-1.3284,-0.2598
0,4817.09,-0.3703,-1.3271,-0.2838
0,4821.009,-0.3501,-1.3258,-0.3085
0,4824.614,-0.33,-1.3245,-0.3299
0,4827.14,-0.3151,-1.3237,-0.3441
0,4829.71,-0.2993,-1.3228,-0.3578
0,4832.207,-0.2835,-1.3219,-0.3706
0,4834.98,-0.2652,-1.3209,-0.3838
0,4837.801,-0.246,-1.32,-0.3964
0,4840.316,-0.2284,-1.3191,-0.4068
0,4842.836,-0.2103,-1.3182,-0.4165
0,4845.85,-0.1881,-1.3172,-0.4271
0,4848.335,-0.1694,-1.3163,-0.4348
0,4850.863,-0.1501,-1.3154,-0.4419
0,4853.44,-0.13,-1.3145,-0.4481
0,4857.137,-0.1009,-1.3132,-0.4555
0,4860.493,-0.074,-1.3121,-0.4606
0,4863.57,-0.0492,-1.311,-0.464
0,4866.929,-0.0219,-1.3098,-0.466
0,4870.288,0.0054,-1.3087,-0.4665
0,4873.924,0.035,-1.3074,-0.4652
0,4877.564,0.0644,-1.3062,-0.4621
0,4881.186,0.0935,-1.3049,-0.4571
0,4882.375,0.103,-1.3045,-0.4551
0,4884.146,0.117,-1.3039,-0.4518
0,4886.717,0.1371,-1.303,-0.446
0,4889.273,0.1569,-1.3021,-0.4394
0,4891.752,0.1757,-1.3012,-0.4322
0,4894.537,0.1965,-1.3003,-0.4231
0,4896.516,0.211,-1.2996,-0.4161
0,4898.478,0.2251,-1.2989,-0.4086
0,4901.005,0.243,-1.298,-0.3983
0,4904.015,0.2636,-1.297,-0.3851
0,4906.502,0.2801,-1.2961,-0.3733
0,4909.013,0.2961,-1.2952,-0.3606
0,4911.312,0.3103,-1.2944,-0.3484
0,4913.006,0.3203,-1.2938,-0.339
0,4913.016,0.3204,0,-0.3389
0,4914.925,0.3316,-1.2932,-0.3282
0,4918.564,0.3518,-1.2919,-0.3065
0,4922.197,0.3705,-1.2907,-0.2836
0,4925.819,0.3877,-1.2894,-0.2596
0,4929.739,0.4045,-1.288,-0.2325
0,4933.378,0.4185,-1.2868,-0.2063
0,4936.72,0.4298,-1.2856,-0.1816
0,4940.361,0.4404,-1.2843,-0.1539
0,4942.177,0.4453,-1.2837,-0.1399
0,4944.709,0.451,-1.2828,-0.1201
0,4947.612,0.4563,-1.2818,-0.0971
0,4947.947,0.4568,-1.2817,-0.0944
0,4948.281,0.4573,-1.2816,-0.0918
0,4948.615,0.4578,-1.2815,-0.0891
0,4948.949,0.4583,-1.2814,-0.0864
0,4949.282,0.4589,-1.2813,-0.0838
0,4949.615,0.4594,-1.2811,-0.0811
0,4949.947,0.4599,-1.281,-0.0784
0,4950.279,0.4604,-1.2809,-0.0758
0,4953.182,0.4636,-1.2799,-0.0523
0,4955.972,0.4656,-1.2789,-0.0297
0,4958.479,0.4665,-1.2781,-0.0093
0,4961.005,0.4664,-1.2772,0.0112
0,4963.484,0.4655,-1.2763,0.0314
0,4965.981,0.4638,-1.2755,0.0517
0,4968.542,0.4609,-1.2746,0.0723
0,4971.201,0.4571,-1.2736,0.0936
0,4974.823,0.4502,-1.2724,0.1223
0,4978.344,0.4419,-1.2712,0.1497
0,4981.973,0.4315,-1.2699,0.1774
0,4985.892,0.4184,-1.2685,0.2065
0,4989.527,0.4044,-1.2673,0.2326
0,4993.446,0.3876,-1.2659,0.2597
0,4997.077,0.3704,-1.2647,0.2837
0,5000.099,0.3549,-1.2636,0.3029
0,5002.567,0.3416,-1.2627,0.3179
0,5004.851,0.3286,-1.262,0.3312
0,5007.672,0.3119,-1.261,0.347
0,5010.499,0.2944,-1.26,0.3619
0,5012.733,0.2801,-1.2592,0.3731
0,5015.255,0.2634,-1.2583,0.3851
0,5017.787,0.2461,-1.2575,0.3964
0,5020.299,0.2285,-1.2566,0.4068
0,5022.788,0.2106,-1.2557,0.4163
0,5025.316,0.1921,-1.2548,0.4252
0,5027.483,0.1758,-1.2541,0.4321
0,5030.531,0.1526,-1.253,0.4409
0,5033.889,0.1265,-1.2519,0.4491
0,5037.249,0.1,-1.2507,0.4557
0,5040.325,0.0754,-1.2496,0.4604
0,5043.668,0.0484,-1.2485,0.464
0,5047.014,0.0212,-1.2473,0.4661
0,5050.354,-0.0059,-1.2462,0.4665
0,5053.995,-0.0356,-1.2449,0.4652
0,5057.333,-0.0626,-1.2437,0.4623
0,5060.091,-0.0848,-1.2428,0.4589
0,5062.603,-0.1048,-1.2419,0.4547
0,5065.182,-0.1251,-1.241,0.4494
0,5067.404,-0.1425,-1.2402,0.4443
0,5070.229,-0.1642,-1.2393,0.4367
0,5072.462,-0.1811,-1.2385,0.43
0,5074.978,-0.1998,-1.2376,0.4216
0,5077.768,-0.2201,-1.2366,0.4114
0,5080.306,-0.2381,-1.2358,0.4012
0,5083.055,-0.257,-1.2348,0.3894
0,5086.204,-0.278,-1.2337,0.3746
0,5087.805,-0.2884,-1.2332,0.3667
0,5091.142,-0.3093,-1.232,0.3493
0,5094.781,-0.3308,-1.2307,0.329
0,5098.408,-0.351,-1.2295,0.3074
0,5102.328,-0.3712,-1.2281,0.2827
0,5105.968,-0.3884,-1.2268,0.2586
0,5109.604,-0.404,-1.2256,0.2334
0,5113.241,-0.418,-1.2243,0.2073
0,5116.05,-0.4276,-1.2233,0.1866
0,5118.842,-0.4362,-1.2224,0.1655
0,5121.379,-0.4431,-1.2215,0.1461
0,5123.872,-0.449,-1.2206,0.1267
0,5126.948,-0.4552,-1.2196,0.1024
0,5127.159,-0.4555,-1.2195,0.1007
0,5127.369,-0.4558,-1.2194,0.099
0,5127.58,-0.4562,-1.2193,0.0974
0,5127.79,-0.4565,0,0.0957
0,5128,-0.4568,-1.2192,0.094
0,5128.21,-0.4571,-1.2191,0.0923
0,5128.63,-0.4578,-1.219,0.089
0,5129.049,-0.4584,-1.2188,0.0856
0,5129.467,-0.4591,-1.2187,0.0823
0,5129.885,-0.4597,-1.2185,0.0789
0,5130.303,-0.4604,-1.2184,0.0756
0,5133.646,-0.464,-1.2172,0.0486
0,5136.453,-0.4658,-1.2163,0.0258
0,5139.26,-0.4665,-1.2153,0.003
0,5141.231,-0.4663,-1.2146,-0.0131
0,5144.003,-0.4652,-1.2136,-0.0356
0,5147.345,-0.4623,-1.2125,-0.0627
0,5150.976,-0.4574,-1.2112,-0.0918
0,5154.608,-0.4507,-1.21,-0.1206
0,5158.234,-0.4422,-1.2087,-0.1489
0,5162.153,-0.431,-1.2073,-0.1788
0,5165.793,-0.4187,-1.2061,-0.2058
0,5169.693,-0.4038,-1.2047,-0.2338
0,5173.018,-0.3896,-1.2036,-0.2568
0,5175.806,-0.3766,-1.2026,-0.2754
0,5178.208,-0.3647,-1.2018,-0.2909
0,5180.83,-0.351,-1.2009,-0.3074
0,5183.889,-0.3341,-1.1998,-0.3257
0,5186.716,-0.3176,-1.1988,-0.3417
0,5188.915,-0.3043,-1.198,-0.3537
0,5191.424,-0.2885,-1.1972,-0.3666
0,5194.245,-0.2701,-1.1962,-0.3804
0,5196.501,-0.2549,-1.1954,-0.3907
0,5199.571,-0.2337,-1.1943,-0.4038
0,5203.203,-0.2076,-1.1931,-0.4178
0,5206.843,-0.1807,-1.1918,-0.4302
0,5210.201,-0.1551,-1.1907,-0.44
0,5213.843,-0.1269,-1.1894,-0.449
0,5217.202,-0.1004,-1.1882,-0.4556
0,5220.28,-0.0758,-1.1872,-0.4604
0,5223.639,-0.0487,-1.186,-0.464
0,5226.98,-0.0215,-1.1848,-0.4661
0,5230.055,0.0035,-1.1838,-0.4666
0,5233.128,0.0285,-1.1827,-0.4657
0,5235.944,0.0514,-1.1817,-0.4637
0,5238.182,0.0694,-1.1809,-0.4613
0,5240.685,0.0895,-1.1801,-0.4579
0,5243.759,0.1139,-1.179,-0.4524
0,5246.593,0.1362,-1.178,-0.4462
0,5249.084,0.1554,-1.1772,-0.4399
0,5251.591,0.1745,-1.1763,-0.4327
0,5254.457,0.1959,-1.1753,-0.4234
0,5256.359,0.2099,-1.1746,-0.4167
0,5259.687,0.2337,-1.1735,-0.4038
0,5263.324,0.2589,-1.1722,-0.3882
0,5267.243,0.2848,-1.1708,-0.3696
0,5270.874,0.3076,-1.1696,-0.3508
0,5274.794,0.3309,-1.1682,-0.3289
0,5278.423,0.351,-1.167,-0.3073
0,5282.343,0.3712,-1.1656,-0.2826
0,5285.983,0.3884,-1.1643,-0.2585
0,5288.534,0.3995,-1.1635,-0.2409
0,5290.74,0.4085,-1.1627,-0.2254
0,5293.525,0.419,-1.1617,-0.2052
0,5296.353,0.4286,-1.1607,-0.1843
0,5299.706,0.4386,-1.1596,-0.1589
0,5302.234,0.4452,-1.1587,-0.1394
0,5304.448,0.4503,-1.1579,-0.1221
0,5307.522,0.4562,-1.1569,-0.0978
0,5307.904,0.4568,-1.1567,-0.0948
0,5308.285,0.4573,-1.1566,-0.0917
0,5308.667,0.4579,-1.1565,-0.0887
0,5309.048,0.4585,-1.1563,-0.0856
0,5309.428,0.459,-1.1562,-0.0826
0,5309.808,0.4596,-1.1561,-0.0795
0,5310.187,0.4602,-1.1559,-0.0765
0,5310.566,0.4607,-1.1558,-0.0734
0,5313.734,0.4641,-1.1547,-0.0479
0,5317.09,0.4661,-1.1535,-0.0206
0,5320.441,0.4665,-1.1524,0.0067
0,5323.799,0.4653,-1.1512,0.034
0,5327.435,0.4622,-1.1499,0.0634
0,5331.076,0.4573,-1.1487,0.0926
0,5334.715,0.4505,-1.1474,0.1215
0,5338.356,0.4418,-1.1462,0.1498
0,5341.987,0.4315,-1.1449,0.1775
0,5345.601,0.4194,-1.1436,0.2044
0,5348.406,0.4089,-1.1427,0.2246
0,5350.94,0.3986,-1.1418,0.2425
0,5353.433,0.3877,-1.1409,0.2596
0,5356.513,0.3732,-1.1398,0.2801
0,5359.612,0.3575,-1.1388,0.2998
0,5362.123,0.344,-1.1379,0.3152
0,5364.619,0.3299,-1.137,0.3299
0,5367.982,0.31,-1.1359,0.3487
0,5370.016,0.2974,-1.1352,0.3593
0,5372.445,0.2819,-1.1343,0.3717
0,5375.966,0.2586,-1.1331,0.3883
0,5379.601,0.2334,-1.1318,0.404
0,5383.237,0.2074,-1.1306,0.418
0,5386.879,0.1804,-1.1293,0.4303
0,5390.219,0.155,-1.1281,0.4401
0,5393.86,0.1267,-1.1269,0.449
0,5397.221,0.1002,-1.1257,0.4557
0,5400.299,0.0756,-1.1246,0.4604
0,5403.374,0.0508,-1.1236,0.4638
0,5406.182,0.028,-1.1226,0.4657
0,5408.997,0.0051,-1.1216,0.4665
0,5410.934,-0.0107,-1.121,0.4664
0,5413.723,-0.0333,-1.12,0.4654
0,5416.803,-0.0583,-1.1189,0.4629
0,5420.067,-0.0846,-1.1178,0.4588
0,5422.863,-0.1068,-1.1168,0.4541
0,5425.384,-0.1267,-1.1159,0.449
0,5428.443,-0.1505,-1.1149,0.4416
0,5432.083,-0.1782,-1.1136,0.4312
0,5435.712,-0.2052,-1.1124,0.419
0,5439.632,-0.2333,-1.111,0.404
0,5443.26,-0.2584,-1.1097,0.3885
0,5447.18,-0.2844,-1.1084,0.3699
0,5451.082,-0.3089,-1.107,0.3497
0,5454.721,-0.3305,-1.1057,0.3293
0,5458.621,-0.3521,-1.1044,0.3061
0,5461.7,-0.368,-1.1033,0.2868
0,5464.771,-0.3829,-1.1023,0.2666
0,5467.05,-0.3931,-1.1015,0.2512
0,5469.518,-0.4036,-1.1006,0.234
0,5472.882,-0.4167,-1.0994,0.2099
0,5476.258,-0.4283,-1.0983,0.185
0,5479.047,-0.4368,-1.0973,0.164
0,5481.847,-0.4443,-1.0963,0.1425
0,5484.091,-0.4495,-1.0956,0.1249
0,5487.158,-0.4556,-1.0945,0.1007
0,5487.369,-0.4559,-1.0944,0.099
0,5487.58,-0.4562,-1.0943,0.0973
0,5487.791,-0.4565,0,0.0957
0,5488.001,-0.4568,-1.0942,0.094
0,5488.422,-0.4575,-1.094,0.0906
0,5488.842,-0.4581,-1.0939,0.0873
0,5489.262,-0.4588,-1.0938,0.0839
0,5489.681,-0.4594,-1.0936,0.0806
0,5490.1,-0.46,-1.0935,0.0772
0,5490.517,-0.4607,-1.0933,0.0738
0,5493.594,-0.464,-1.0923,0.049
0,5496.953,-0.4661,-1.0911,0.0217
0,5500.311,-0.4665,-1.0899,-0.0056
0,5503.952,-0.4652,-1.0887,-0.0352
0,5507.31,-0.4624,-1.0875,-0.0624
0,5510.936,-0.4575,-1.0862,-0.0915
0,5514.561,-0.4508,-1.085,-0.1203
0,5517.323,-0.4445,-1.084,-0.1418
0,5520.131,-0.437,-1.083,-0.1634
0,5522.659,-0.4293,-1.0822,-0.1826
0,5525.714,-0.419,-1.0811,-0.2052
0,5528.798,-0.4074,-1.08,-0.2274
0,5530.805,-0.3991,-1.0793,-0.2415
0,5532.998,-0.3896,-1.0786,-0.2567
0,5535.482,-0.3782,-1.0777,-0.2733
0,5538.036,-0.3656,-1.0768,-0.2899
0,5540.559,-0.3525,-1.0759,-0.3057
0,5543.167,-0.3381,-1.075,-0.3213
0,5545.021,-0.3276,-1.0744,-0.3322
